"Date","xETr","ETr","Station","Year","Month","Season","Y.Seas","Residuals"
"2011-08-14",11.2709756271488,6.8,"Seel",2011,8,"Summer","2011-Summer",-0.21490615422811
"2011-08-22",11.613721077161,6.92,"Seel",2011,8,"Summer","2011-Summer",-0.301259744226705
"2011-08-30",12.4489220036284,9.54,"Seel",2011,8,"Summer","2011-Summer",1.81589854178244
"2012-06-21",12.5186812078082,9.5,"Seel",2012,6,"Summer","2012-Summer",1.73389926150772
"2012-07-07",13.6554840740189,10.33,"Seel",2012,7,"Summer","2012-Summer",1.87947485104532
"2012-08-08",10.2852453434204,7.18,"Seel",2012,8,"Summer","2012-Summer",0.758563380700654
"2012-08-24",9.30838149471981,6.58,"Seel",2012,8,"Summer","2012-Summer",0.746694782917772
"2013-06-16",12.4862545082468,8.39,"Seel",2013,6,"Summer","2013-Summer",0.643422105256815
"2013-08-11",9.5875007503095,7.6,"Seel",2013,8,"Summer","2013-Summer",1.59864802860895
"2013-08-27",6.98948561536307,5.51,"Seel",2013,8,"Summer","2013-Summer",1.07281102463938
"2014-06-11",15.5541779337504,11.09,"Seel",2014,6,"Summer","2014-Summer",1.49634576136684
"2014-07-13",10.9513458181049,8.26,"Seel",2014,7,"Summer","2014-Summer",1.4375304151397
"2014-07-29",13.0903481100331,8.05,"Seel",2014,7,"Summer","2014-Summer",-0.0602789545802982
"2014-08-06",11.9665315447268,8.72,"Seel",2014,8,"Summer","2014-Summer",1.28632691354309
"2014-08-14",7.92109860643642,7.01,"Seel",2014,8,"Summer","2014-Summer",2.01192338866793
"2014-08-22",9.0770996626044,6.47,"Seel",2014,8,"Summer","2014-Summer",0.775940501152014
"2014-08-30",12.6846051764085,8.38,"Seel",2014,8,"Summer","2014-Summer",0.5140029489928
"2015-06-06",12.8027155490288,7.59,"Seel",2015,6,"Summer","2015-Summer",-0.347106673047124
"2015-06-22",13.0690497594994,8.71,"Seel",2015,6,"Summer","2015-Summer",0.61254394676973
"2015-08-17",12.9283569984275,8.66,"Seel",2015,8,"Summer","2015-Summer",0.647249539018928
